75	88	34.7	24.1
81	75	33	24.6
75	79	33.4	27.6
70	78	33.2	27.3
69	81	32.8	25.7
79	82	33.2	26.5
78	81	31.9	25.8
71	76	33.2	26.8
79	78	34.3	26.4
75	89	33.5	25.6
79	95	31.4	25.4
93	83	26.6	25.5
77	95	30.7	25
95	96	26.5	23.9
92	92	26.4	24.2
82	90	31.5	25.3
96	87	31	25.6
86	86	31	25.7
78	80	32.6	25.2
75	74	31.6	25.6
77	79	32.8	26.6
78	77	31.7	26.7
75	75	33.6	26.8
78	78	33.5	26.7
82	78	32.8	26
70	83	31.5	26.4
74	79	33	26.7
72	78	33.4	26.8
94	83	32.5	26.3
78	78	32.5	26.3
86	74	31.2	24.8
74	85	32.6	26.4
69	75	33.2	27.2
75	76	33.8	27
78	76	33.4	26.8
76	81	33	26.6
89	85	31.8	26.3
89	85	31.4	26.5
81	83	33	26.8
74	77	33.8	27.3
74	81	34.1	27.1
70	78	34.4	27.2
86	76	32.4	26.2
72	86	32.9	26.6
92	83	32	24.7
80	76	33.5	27.4
71	71	34.8	28.2
85	83	33	27
95	83	29.8	23.4
72	74	34	26.6
92	88	34	25.1
66	71	34	27
66	71	34	27
89	83	33.6	26
86	93	31.9	25.6
85	95	29.3	25
92	93	27.5	25.4
78	77	31	26.4
76	72	33.4	26.6
83	72	33.8	26.8
73	75	34	27.2
76	72	33.4	26.6
76	75	33.2	26.6
93	77	32.1	25.1
75	78	34.4	24.5
89	79	33	25.2
90	86	31	24.8
87	85	32.2	25.6
90	92	32.7	25.3
85	92	29.1	24.6
87	90	29.6	23.8
86	82	31.2	25.5
78	75	31.8	26.2
75	81	32.4	27.1
63	77	34.7	27.1
83	77	34.4	27
65	71	34.7	26.4
85	80	33.8	25
90	89	34.1	23.5
85	75	31.2	25.6
83	85	32.8	25.7
84	73	30.9	26
93	79	32.7	24.6
87	87	32.2	24.1
74	78	32.6	25.1
77	74	32.4	25.1
71	76	32.3	25
71	75	32.3	24.8
68	75	33	26
93	90	33.4	23.6
90	93	28.3	23.2
82	85	30.8	23.8
78	92	31.8	24.3
76	73	31.6	24
72	64	31.5	24.4
73	90	31.4	24.1
85	91	30.6	21.6
87	88	26.6	23.3
87	86	27.7	23.5
78	90	30.4	23.5
74	84	31.4	22.8
66	66	32.2	23
67	61	32.6	21.8
62	68	31.6	21.6
63	70	31.2	21.5
70	71	30.8	21.4
66	52	30.5	21
56	70	32.1	20
53	54	32.5	20.2
59	55	33	20.6
59	59	33	21.6
49	57	31.4	18.8
53	60	29.5	16.8
53	57	29.6	16
61	65	29	16.8
64	72	28.8	17.3
66	62	29.4	18.8
68	68	30.5	19.4
65	80	30	19
55	82	32	18.6
65	90	33	21.6
63	83	30.6	19.4
49	68	29	16.5
61	72	29.8	18.8
71	86	29.4	19.2
62	69	29.6	18
55	64	30	16.7
59	64	28.3	16.8
60	59	28.6	16.2
59	71	28.8	16.6
58	59	29.6	17
58	71	30.8	19
51	72	27.8	17.3
61	67	28.4	17.7
51	61	28.7	17.4
57	69	27.9	15.1
54	60	28	14.5
55	57	28	13.2
50	53	27.3	14.1
58	69	26.4	12.1
59	67	25.6	11.5
57	62	26	12
59	67	26.3	11.4
62	78	26.7	12
58	68	27.3	12.6
60	73	27.6	12.8
60	79	27.2	13.4
65	65	26.3	12.5
60	68	26	13.8
63	64	26.6	13
58	57	26.6	14.8
57	63	27.4	15.4
61	62	28.4	14.3
61	75	27.5	14
62	85	27.8	14.7
65	85	27.3	14.6
64	89	28.4	13.4
63	90	28.6	16.4
64	86	27.4	15.9
70	73	27.6	17.1
85	82	18.5	12.9
71	78	23.2	13.2
62	70	24.6	10.5
63	80	23	9.3
57	61	22.3	12.4
44	59	27	16.2
68	71	30.6	18.4
16 12 1989	64	26.6	13
17 12 1989	57	26.6	14.8
18 12 1989	63	27.4	15.4
19 12 1989	62	28.4	14.3
20 12 1989	75	27.5	14
21 12 1989	85	27.8	14.7
22 12 1989	85	27.3	14.6
23 12 1989	89	28.4	13.4
24 12 1989	90	28.6	16.4
25 12 1989	86	27.4	15.9
26 12 1989	73	27.6	17.1
27 12 1989	82	18.5	12.9
28 12 1989	78	23.2	13.2
29 12 1989	70	24.6	10.5
30 12 1989	80	23	9.3
31 12 1989	61	22.3	12.4
